Rank,Player,Team,Opp,Position,Att,Comp,Pass Yds,Pass TDs,0-9 PassTDs,10-19 PassTDs,20-29 PassTDs,30-39 PassTDs,40-49 PassTDs,50+ PassTDs,Int,Sacked,Rush,Rush Yds,Rush TDs,Fum Lost,Scoring Opps,Pts
21,"Jones, Daniel",NYG,@PHI,QB,34.5,21.2,222.0,1.1,0.4,0.1,0.3,0.1,0.1,0.1,1.0,2.8,4.3,26.0,0.1,0.6,3.0,16.8
22,"Bridgewater, Teddy",CAR,@NOS,QB,30.8,20.8,238.0,0.9,0.5,0.2,0.0,0.0,0.0,0.2,0.7,1.9,3.0,14.0,0.1,0.2,2.9,16.7
23,"Foles, Nick",CHI,@LAR,QB,32.9,22.0,216.0,1.3,0.5,0.4,0.3,0.2,0.0,0.0,0.9,1.8,2.9,7.0,0.1,0.1,2.8,16.5
24,"Carr, Derek",LVR,TBB,QB,29.0,19.5,227.0,1.4,0.8,0.2,0.1,0.0,0.1,0.2,0.3,2.5,2.3,6.0,0.1,0.6,3.0,16.4
25,"Allen, Kyle",WAS,DAL,QB,33.1,21.2,216.0,1.0,0.5,0.2,0.2,0.0,0.0,0.1,0.8,2.8,2.4,9.0,0.3,0.4,3.0,16.0
26,"Garoppolo, Jimmy",SFO,@NEP,QB,27.0,18.2,223.0,1.4,0.7,0.2,0.1,0.1,0.1,0.1,0.8,2.2,2.6,3.0,0.0,0.2,3.0,15.9
27,"Mayfield, Baker",CLE,@CIN,QB,24.2,16.3,203.0,1.3,0.7,0.3,0.1,0.1,0.1,0.1,1.4,2.4,1.8,7.0,0.1,0.1,2.6,15.1
28,"Trubisky, Mitchell",CHI,@LAR,QB,11.6,7.1,72.0,0.5,0.3,0.1,0.1,0.0,0.0,0.0,0.5,1.1,1.5,9.0,0.0,0.0,1.0,6.3
29,"Rudolph, Mason",PIT,@TEN,QB,8.2,5.2,51.0,0.3,0.1,0.0,0.1,0.0,0.0,0.0,0.3,0.5,1.8,1.0,0.0,0.0,0.7,3.6
30,"Winston, Jameis",NOS,CAR,QB,3.8,2.2,32.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.4,2.2,9.0,0.1,0.1,0.7,3.5
31,"Barkley, Matt",BUF,@NYJ,QB,11.1,6.0,77.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.5,-0.9,0.0,0.2,0.5,3.1
32,"Glennon, Mike",JAC,@LAC,QB,3.6,2.2,28.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.5,0.2,0.0,0.0,0.3,0.2,1.6
33,"Mullens, Nick",SFO,@NEP,QB,2.3,1.6,20.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.2,-0.1,0.0,0.0,0.3,1.1
34,"Gabbert, Blaine",TBB,@LVR,QB,1.9,1.0,13.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.6,0.0,0.0,0.0,0.2,1.1
35,"Schaub, Matt",ATL,DET,QB,1.0,0.7,9.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,0.2,1.0
36,"Hurts, Jalen",PHI,NYG,QB,0.2,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,9.0,0.0,0.0,0.0,0.9
37,"Finley, Ryan",CIN,CLE,QB,2.0,1.0,13.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,1.0,0.0,0.1,0.2,0.9
38,"Keenum, Case",CLE,@CIN,QB,3.3,1.7,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,-0.2,0.0,0.0,0.1,0.8
39,"Stidham, Jarrett",NEP,SFO,QB,2.5,1.0,11.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.8,0.1,0.0,0.0,0.0,0.7
40,"Henne, Chad",KCC,@DEN,QB,1.0,0.7,7.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,-0.2,0.0,0.0,0.2,0.7
41,"Stick, Easton",LAC,JAC,QB,0.5,0.3,3.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.5
42,"Peterman, Nathan",LVR,TBB,QB,1.3,0.6,6.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.1,0.0,0.0,0.1,0.5
43,"Rypien, Brett",DEN,KCC,QB,2.7,1.8,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,-0.0,0.0,0.1,0.0,0.4
44,"Streveler, Chris",ARI,SEA,QB,0.8,0.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,1.0,0.0,0.0,0.0,0.3
45,"DiNucci, Ben",DAL,@WAS,QB,1.2,0.8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.3
46,"Woodside, Logan",TEN,PIT,QB,2.4,1.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.9,1.0,0.0,0.0,0.0,0.3
47,"Wolford, John",LAR,CHI,QB,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.4,0.0,0.0,0.0,0.0
48,"Hill, Taysom",NOS,CAR,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,"McCarron, AJ",HOU,GBP,QB,0.4,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,-0.2,0.0,0.0,0.0,0.0
50,"Smith, Geno",SEA,@ARI,QB,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
51,"McCoy, Colt",NYG,@PHI,QB,0.2,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,"Daniel, Chase",DET,@ATL,QB,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

